time,readable_time,ble,rssi,wifi,dev-id
1594117465494,2020-07-07T10:24:25.494000Z,0,-104,3,D1C114BF764A1501
1594117512630,2020-07-07T10:25:12.630000Z,3,-101,2,D1C114BF764A1500
1594117522533,2020-07-07T10:25:22.533000Z,0,-98,3,D1C114BF764A1501
1594117590631,2020-07-07T10:26:30.631000Z,0,-110,2,D1C114BF764A1501
1594117635630,2020-07-07T10:27:15.630000Z,2,-95,3,D1C114BF764A1500
1594117642496,2020-07-07T10:27:22.496000Z,0,-98,2,D1C114BF764A1501
1594117695631,2020-07-07T10:28:15.631000Z,2,-100,3,D1C114BF764A1500
1594117702500,2020-07-07T10:28:22.500000Z,0,-98,1,D1C114BF764A1501
1594117755638,2020-07-07T10:29:15.638000Z,4,-96,1,D1C114BF764A1500
1594117765496,2020-07-07T10:29:25.496000Z,0,-101,3,D1C114BF764A1501
1594117815630,2020-07-07T10:30:15.630000Z,4,-95,4,D1C114BF764A1500
1594117822496,2020-07-07T10:30:22.496000Z,0,-100,1,D1C114BF764A1501
1594117932640,2020-07-07T10:32:12.640000Z,2,-101,3,D1C114BF764A1500
1594117942494,2020-07-07T10:32:22.494000Z,1,-103,1,D1C114BF764A1501
1594117995631,2020-07-07T10:33:15.631000Z,1,-98,5,D1C114BF764A1500
1594118005496,2020-07-07T10:33:25.496000Z,0,-100,3,D1C114BF764A1501
1594118055630,2020-07-07T10:34:15.630000Z,2,-95,0,D1C114BF764A1500
1594118062503,2020-07-07T10:34:22.503000Z,0,-95,2,D1C114BF764A1501
1594118115635,2020-07-07T10:35:15.635000Z,2,-97,1,D1C114BF764A1500
1594118125496,2020-07-07T10:35:25.496000Z,0,-105,2,D1C114BF764A1501
1594118175631,2020-07-07T10:36:15.631000Z,3,-96,3,D1C114BF764A1500
1594118182497,2020-07-07T10:36:22.497000Z,0,-102,0,D1C114BF764A1501
1594118235631,2020-07-07T10:37:15.631000Z,4,-95,2,D1C114BF764A1500
1594118245512,2020-07-07T10:37:25.512000Z,0,-98,0,D1C114BF764A1501
1594118295642,2020-07-07T10:38:15.642000Z,3,-99,2,D1C114BF764A1500
1594118305494,2020-07-07T10:38:25.494000Z,0,-97,0,D1C114BF764A1501
1594118412631,2020-07-07T10:40:12.631000Z,3,-101,2,D1C114BF764A1500
1594118425496,2020-07-07T10:40:25.496000Z,0,-101,2,D1C114BF764A1501
1594118475630,2020-07-07T10:41:15.630000Z,2,-96,5,D1C114BF764A1500
1594118485492,2020-07-07T10:41:25.492000Z,0,-101,3,D1C114BF764A1501
1594118532628,2020-07-07T10:42:12.628000Z,3,-99,3,D1C114BF764A1500
1594118545492,2020-07-07T10:42:25.492000Z,0,-99,1,D1C114BF764A1501
1594118595628,2020-07-07T10:43:15.628000Z,4,-99,4,D1C114BF764A1500
1594118610630,2020-07-07T10:43:30.630000Z,1,-106,2,D1C114BF764A1501
1594118655630,2020-07-07T10:44:15.630000Z,6,-99,3,D1C114BF764A1500
1594118665494,2020-07-07T10:44:25.494000Z,2,-98,4,D1C114BF764A1501
1594118715628,2020-07-07T10:45:15.628000Z,5,-94,2,D1C114BF764A1500
1594118725492,2020-07-07T10:45:25.492000Z,0,-99,3,D1C114BF764A1501
1594118775628,2020-07-07T10:46:15.628000Z,6,-95,3,D1C114BF764A1500
1594118782493,2020-07-07T10:46:22.493000Z,0,-98,3,D1C114BF764A1501
1594118850632,2020-07-07T10:47:30.632000Z,0,-105,1,D1C114BF764A1501
1594118895632,2020-07-07T10:48:15.632000Z,4,-100,4,D1C114BF764A1500
1594118905496,2020-07-07T10:48:25.496000Z,0,-96,1,D1C114BF764A1501
1594118955632,2020-07-07T10:49:15.632000Z,4,-95,3,D1C114BF764A1500
1594118962540,2020-07-07T10:49:22.540000Z,2,-107,3,D1C114BF764A1501
1594119025491,2020-07-07T10:50:25.491000Z,2,-110,5,D1C114BF764A1501
1594119075634,2020-07-07T10:51:15.634000Z,5,-97,2,D1C114BF764A1500
1594119085494,2020-07-07T10:51:25.494000Z,1,-100,3,D1C114BF764A1501
1594119132632,2020-07-07T10:52:12.632000Z,5,-100,3,D1C114BF764A1500
1594119195635,2020-07-07T10:53:15.635000Z,6,-93,2,D1C114BF764A1500
1594119202492,2020-07-07T10:53:22.492000Z,2,-97,1,D1C114BF764A1501
1594119255673,2020-07-07T10:54:15.673000Z,5,-106,2,D1C114BF764A1500
1594119265492,2020-07-07T10:54:25.492000Z,1,-101,1,D1C114BF764A1501
1594119322494,2020-07-07T10:55:22.494000Z,1,-94,1,D1C114BF764A1501
1594119375631,2020-07-07T10:56:15.631000Z,4,-100,7,D1C114BF764A1500
1594119385492,2020-07-07T10:56:25.492000Z,1,-97,3,D1C114BF764A1501
1594119435630,2020-07-07T10:57:15.630000Z,4,-96,4,D1C114BF764A1500
1594119445492,2020-07-07T10:57:25.492000Z,2,-93,2,D1C114BF764A1501
1594119495630,2020-07-07T10:58:15.630000Z,5,-94,3,D1C114BF764A1500
1594119502529,2020-07-07T10:58:22.529000Z,2,-99,1,D1C114BF764A1501
1594119555630,2020-07-07T10:59:15.630000Z,2,-98,3,D1C114BF764A1500
1594119562492,2020-07-07T10:59:22.492000Z,0,-98,2,D1C114BF764A1501
1594119615630,2020-07-07T11:00:15.630000Z,4,-109,6,D1C114BF764A1500
1594119675636,2020-07-07T11:01:15.636000Z,3,-97,4,D1C114BF764A1500
1594119682491,2020-07-07T11:01:22.491000Z,0,-98,2,D1C114BF764A1501
1594119735631,2020-07-07T11:02:15.631000Z,6,-98,2,D1C114BF764A1500
1594119745493,2020-07-07T11:02:25.493000Z,3,-101,1,D1C114BF764A1501
1594119802492,2020-07-07T11:03:22.492000Z,2,-102,4,D1C114BF764A1501
1594119855630,2020-07-07T11:04:15.630000Z,4,-94,3,D1C114BF764A1500
1594119865492,2020-07-07T11:04:25.492000Z,1,-102,2,D1C114BF764A1501
1594119915628,2020-07-07T11:05:15.628000Z,4,-96,6,D1C114BF764A1500
1594119925490,2020-07-07T11:05:25.490000Z,1,-99,1,D1C114BF764A1501
1594119975634,2020-07-07T11:06:15.634000Z,3,-95,1,D1C114BF764A1500
1594119982529,2020-07-07T11:06:22.529000Z,2,-96,4,D1C114BF764A1501
1594120035632,2020-07-07T11:07:15.632000Z,5,-94,4,D1C114BF764A1500
1594120042529,2020-07-07T11:07:22.529000Z,2,-93,3,D1C114BF764A1501
1594120095632,2020-07-07T11:08:15.632000Z,4,-112,3,D1C114BF764A1500
1594120155632,2020-07-07T11:09:15.632000Z,5,-93,5,D1C114BF764A1500
1594120162491,2020-07-07T11:09:22.491000Z,1,-98,2,D1C114BF764A1501
1594120215628,2020-07-07T11:10:15.628000Z,4,-94,4,D1C114BF764A1500
1594120225491,2020-07-07T11:10:25.491000Z,1,-101,1,D1C114BF764A1501
1594120282595,2020-07-07T11:11:22.595000Z,0,-92,3,D1C114BF764A1501
1594120335631,2020-07-07T11:12:15.631000Z,3,-99,2,D1C114BF764A1500
1594120342490,2020-07-07T11:12:22.490000Z,1,-100,1,D1C114BF764A1501
1594120395630,2020-07-07T11:13:15.630000Z,2,-96,2,D1C114BF764A1500
1594120402528,2020-07-07T11:13:22.528000Z,0,-98,1,D1C114BF764A1501
1594120455631,2020-07-07T11:14:15.631000Z,4,-88,3,D1C114BF764A1500
1594120465510,2020-07-07T11:14:25.510000Z,1,-109,2,D1C114BF764A1501
1594120515632,2020-07-07T11:15:15.632000Z,3,-99,6,D1C114BF764A1500
1594120522488,2020-07-07T11:15:22.488000Z,2,-97,3,D1C114BF764A1501
1594120575632,2020-07-07T11:16:15.632000Z,3,-102,3,D1C114BF764A1500
1594120635632,2020-07-07T11:17:15.632000Z,2,-98,4,D1C114BF764A1500
1594120645488,2020-07-07T11:17:25.488000Z,0,-101,4,D1C114BF764A1501
1594120695631,2020-07-07T11:18:15.631000Z,5,-95,3,D1C114BF764A1500
1594120705492,2020-07-07T11:18:25.492000Z,2,-99,1,D1C114BF764A1501
1594120765492,2020-07-07T11:19:25.492000Z,1,-99,2,D1C114BF764A1501
1594120812628,2020-07-07T11:20:12.628000Z,3,-100,3,D1C114BF764A1500
1594120825490,2020-07-07T11:20:25.490000Z,1,-98,0,D1C114BF764A1501
1594120875632,2020-07-07T11:21:15.632000Z,3,-103,1,D1C114BF764A1500
1594120885488,2020-07-07T11:21:25.488000Z,1,-97,3,D1C114BF764A1501
1594120935632,2020-07-07T11:22:15.632000Z,3,-92,4,D1C114BF764A1500
1594120945489,2020-07-07T11:22:25.489000Z,1,-102,3,D1C114BF764A1501
1594120995632,2020-07-07T11:23:15.632000Z,4,-100,6,D1C114BF764A1500
1594121005489,2020-07-07T11:23:25.489000Z,2,-100,0,D1C114BF764A1501
1594121055632,2020-07-07T11:24:15.632000Z,6,-100,2,D1C114BF764A1500
1594121115631,2020-07-07T11:25:15.631000Z,3,-101,2,D1C114BF764A1500
1594121125489,2020-07-07T11:25:25.489000Z,0,-101,3,D1C114BF764A1501
1594121175634,2020-07-07T11:26:15.634000Z,3,-103,3,D1C114BF764A1500
1594121185489,2020-07-07T11:26:25.489000Z,1,-98,2,D1C114BF764A1501
1594121242488,2020-07-07T11:27:22.488000Z,1,-93,2,D1C114BF764A1501
1594121295632,2020-07-07T11:28:15.632000Z,3,-102,3,D1C114BF764A1500
1594121305488,2020-07-07T11:28:25.488000Z,1,-99,2,D1C114BF764A1501
1594121355632,2020-07-07T11:29:15.632000Z,4,-99,2,D1C114BF764A1500
1594121362489,2020-07-07T11:29:22.489000Z,1,-98,0,D1C114BF764A1501
1594121415631,2020-07-07T11:30:15.631000Z,5,-97,5,D1C114BF764A1500
1594121422487,2020-07-07T11:30:22.487000Z,2,-97,2,D1C114BF764A1501
1594121475635,2020-07-07T11:31:15.635000Z,2,-112,2,D1C114BF764A1500
1594121485486,2020-07-07T11:31:25.486000Z,1,-99,0,D1C114BF764A1501
1594121532632,2020-07-07T11:32:12.632000Z,4,-100,2,D1C114BF764A1500
1594121595628,2020-07-07T11:33:15.628000Z,3,-99,5,D1C114BF764A1500
1594121602555,2020-07-07T11:33:22.555000Z,1,-97,2,D1C114BF764A1501
1594121655630,2020-07-07T11:34:15.630000Z,1,-98,2,D1C114BF764A1500
1594121665492,2020-07-07T11:34:25.492000Z,1,-95,0,D1C114BF764A1501
1594121725489,2020-07-07T11:35:25.489000Z,1,-97,1,D1C114BF764A1501
1594121772700,2020-07-07T11:36:12.700000Z,1,-101,2,D1C114BF764A1500
1594121782513,2020-07-07T11:36:22.513000Z,1,-101,0,D1C114BF764A1501
1594121835634,2020-07-07T11:37:15.634000Z,3,-99,3,D1C114BF764A1500
1594121845487,2020-07-07T11:37:25.487000Z,1,-98,1,D1C114BF764A1501
1594121895635,2020-07-07T11:38:15.635000Z,5,-95,3,D1C114BF764A1500
1594121952674,2020-07-07T11:39:12.674000Z,3,-102,2,D1C114BF764A1500
1594121965487,2020-07-07T11:39:25.487000Z,1,-106,2,D1C114BF764A1501
1594122015635,2020-07-07T11:40:15.635000Z,5,-97,2,D1C114BF764A1500
1594122075631,2020-07-07T11:41:15.631000Z,6,-95,4,D1C114BF764A1500
1594122082487,2020-07-07T11:41:22.487000Z,1,-99,2,D1C114BF764A1501
1594122135658,2020-07-07T11:42:15.658000Z,4,-94,3,D1C114BF764A1500
1594122142486,2020-07-07T11:42:22.486000Z,0,-97,0,D1C114BF764A1501
1594122207622,2020-07-07T11:43:27.622000Z,0,-97,3,D1C114BF764A1501
1594122255632,2020-07-07T11:44:15.632000Z,4,-104,5,D1C114BF764A1500
1594122265488,2020-07-07T11:44:25.488000Z,0,-97,0,D1C114BF764A1501
1594122315640,2020-07-07T11:45:15.640000Z,4,-101,4,D1C114BF764A1500
1594122325487,2020-07-07T11:45:25.487000Z,1,-114,0,D1C114BF764A1501
1594122372634,2020-07-07T11:46:12.634000Z,4,-98,4,D1C114BF764A1500
1594122385489,2020-07-07T11:46:25.489000Z,2,-100,1,D1C114BF764A1501
1594122435636,2020-07-07T11:47:15.636000Z,4,-100,2,D1C114BF764A1500
1594122445491,2020-07-07T11:47:25.491000Z,1,-106,3,D1C114BF764A1501
1594122495701,2020-07-07T11:48:15.701000Z,3,-103,2,D1C114BF764A1500
1594122505486,2020-07-07T11:48:25.486000Z,0,-99,0,D1C114BF764A1501
1594122555636,2020-07-07T11:49:15.636000Z,3,-99,3,D1C114BF764A1500
1594122567624,2020-07-07T11:49:27.624000Z,1,-95,2,D1C114BF764A1501
1594122615634,2020-07-07T11:50:15.634000Z,4,-98,4,D1C114BF764A1500
1594122625487,2020-07-07T11:50:25.487000Z,1,-100,1,D1C114BF764A1501
1594122687622,2020-07-07T11:51:27.622000Z,1,-98,1,D1C114BF764A1501
1594122735638,2020-07-07T11:52:15.638000Z,6,-111,2,D1C114BF764A1500
1594122745486,2020-07-07T11:52:25.486000Z,1,-98,1,D1C114BF764A1501
1594122795634,2020-07-07T11:53:15.634000Z,4,-108,2,D1C114BF764A1500
1594122805484,2020-07-07T11:53:25.484000Z,0,-104,0,D1C114BF764A1501
1594122865484,2020-07-07T11:54:25.484000Z,0,-104,1,D1C114BF764A1501
1594122915630,2020-07-07T11:55:15.630000Z,0,-101,2,D1C114BF764A1500
1594122930620,2020-07-07T11:55:30.620000Z,0,-85,0,D1C114BF764A1501
