"ruuviMac","ruuviMovement","ruuviMovementDiff","ruuviBatt","ruuviRSSI","DevEUI","time_received","accelerationX","accelerationY","accelerationZ","measurementSequenceNumber","temperature","humidity","pressure","host","location"
"f8:c6:12:37:f4:3d ","124","0","3205","-56","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.47 +03:00","672","-768","-200","15323","34,72","40,09","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","10","0","2647","-58","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.46 +03:00","-424","-936","-132","12088","37,74","38,19","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","152","0","2521","-63","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.45 +03:00","724","-704","-164","12185","36,98","38,69","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:cf:0b:be:0c:6d ","176","0","2503","-70","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.43 +03:00","580","-816","-332","11902","34,12","40,04","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:45:ba:9d:c9:42 ","72","0","2389","-72","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.41 +03:00","-16","900","-400","2196","35,65","39,53","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ca:95:7d:02:49:0f ","160","0","2881","-76","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.40 +03:00","532","-824","-244","11379","37,34","37,66","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"c5:0c:b3:a5:72:f5 ","44","0","2443","-57","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.39 +03:00","1056","76","-188","11654","34,12","41,65","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","124","0","3205","-58","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.35 +03:00","672","-768","-204","15312","34,69","40,09","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","10","0","2647","-56","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.33 +03:00","-428","-928","-132","12076","37,73","38,25","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","152","0","2521","-59","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.32 +03:00","716","-712","-172","12175","36,99","38,7","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","207","0","2503","-64","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.30 +03:00","980","268","-200","12339","34,64","39,67","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:cf:0b:be:0c:6d ","176","0","2509","-68","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.29 +03:00","580","-820","-336","11891","34,11","39,96","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ca:95:7d:02:49:0f ","160","0","2869","-66","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.27 +03:00","536","-816","-248","11369","37,33","37,68","1024","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"c5:0c:b3:a5:72:f5 ","44","0","2449","-58","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.25 +03:00","1048","80","-184","11644","34,1","41,63","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","124","0","3205","-97","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.22 +03:00","672","-768","-208","15302","34,67","40,09","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","10","0","2641","-58","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.20 +03:00","-428","-936","-136","12066","37,71","38,25","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","152","0","2521","-60","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.19 +03:00","724","-708","-168","12165","36,99","38,72","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","207","0","2509","-69","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.17 +03:00","968","272","-196","12329","34,62","39,65","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:45:ba:9d:c9:42 ","72","0","2389","-72","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.15 +03:00","-16","904","-400","2176","35,65","39,55","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ca:95:7d:02:49:0f ","160","0","2863","-75","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.14 +03:00","528","-824","-244","11359","37,31","37,69","1024","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"c5:0c:b3:a5:72:f5 ","44","0","2443","-56","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.13 +03:00","1044","80","-188","11634","34,07","41,63","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","124","0","3211","-56","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.09 +03:00","680","-768","-208","15293","34,63","40,17","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","10","0","2641","-56","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.07 +03:00","-420","-932","-144","12057","37,7","38,24","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","207","0","2503","-68","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.06 +03:00","976","268","-200","12318","34,6","39,72","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:cf:0b:be:0c:6d ","176","0","2509","-66","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.04 +03:00","576","-820","-332","11871","34,09","40,08","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:45:ba:9d:c9:42 ","72","0","2395","-71","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.03 +03:00","-16","904","-400","2165","35,65","39,54","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ca:95:7d:02:49:0f ","160","0","2863","-66","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.01 +03:00","540","-820","-244","11348","37,3","37,74","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"c5:0c:b3:a5:72:f5 ","44","0","2443","-59","d8:a0:1d:65:7e:18 ","24.6.2020 12.37.00 +03:00","1044","80","-180","11624","34,05","41,65","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","10","0","2647","-59","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.56 +03:00","-428","-932","-136","12047","37,69","38,29","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","152","0","2521","-62","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.54 +03:00","724","-712","-172","12145","36,98","38,75","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","207","0","2503","-68","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.53 +03:00","972","268","-192","12308","34,58","39,69","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:45:ba:9d:c9:42 ","72","0","2395","-71","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.49 +03:00","-12","900","-400","2155","35,65","39,56","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"c5:0c:b3:a5:72:f5 ","44","0","2437","-59","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.47 +03:00","1052","84","-176","11615","34,03","41,67","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","124","0","3205","-57","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.43 +03:00","676","-768","-204","15275","34,58","40,17","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","152","0","2521","-58","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.42 +03:00","724","-708","-168","12137","36,98","38,74","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","207","0","2503","-66","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.40 +03:00","976","268","-192","12300","34,57","39,64","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:cf:0b:be:0c:6d ","176","0","2509","-71","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.39 +03:00","580","-816","-328","11854","34,07","39,99","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"c5:0c:b3:a5:72:f5 ","44","0","2443","-58","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.37 +03:00","1048","72","-184","11606","34,01","41,63","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","124","0","3205","-58","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.33 +03:00","680","-772","-208","15256","34,53","40,15","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","207","0","2503","-65","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.32 +03:00","972","268","-196","12281","34,54","39,54","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ca:95:7d:02:49:0f ","160","0","2869","-67","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.12 +03:00","536","-828","-248","11311","37,24","37,77","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","124","0","3205","-55","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.08 +03:00","680","-768","-212","15247","34,51","40,15","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","152","0","2515","-61","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.07 +03:00","724","-704","-164","12109","36,96","38,78","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","207","0","2503","-64","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.05 +03:00","976","272","-188","12272","34,53","39,58","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:45:ba:9d:c9:42 ","72","0","2389","-69","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.04 +03:00","-20","908","-404","2119","35,66","39,53","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ca:95:7d:02:49:0f ","160","0","2869","-73","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.02 +03:00","536","-812","-248","11303","37,22","37,77","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"c5:0c:b3:a5:72:f5 ","44","0","2449","-54","d8:a0:1d:65:7e:18 ","24.6.2020 12.36.01 +03:00","1052","80","-188","11578","33,95","41,52","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","124","0","3211","-57","d8:a0:1d:65:7e:18 ","24.6.2020 12.35.57 +03:00","676","-768","-208","15240","34,5","40,18","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","152","0","2521","-62","d8:a0:1d:65:7e:18 ","24.6.2020 12.35.55 +03:00","720","-712","-172","12101","36,95","38,79","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","207","0","2497","-65","d8:a0:1d:65:7e:18 ","24.6.2020 12.35.54 +03:00","980","272","-192","12265","34,52","39,62","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ca:95:7d:02:49:0f ","160","0","2875","-66","d8:a0:1d:65:7e:18 ","24.6.2020 12.35.52 +03:00","540","-828","-248","11296","37,21","37,76","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","173","9","3199","-66","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.59 +03:00","672","-772","-212","14209","34,32","40,68","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","127","0","2647","-74","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.58 +03:00","-432","-928","-132","10973","37,12","38,87","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:cf:0b:be:0c:6d ","141","0","2497","-81","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.56 +03:00","568","-804","-384","10788","33,46","40,8","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:45:ba:9d:c9:42 ","167","0","2425","-74","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.55 +03:00","-8","912","-400","1082","35,28","40,67","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"c5:0c:b3:a5:72:f5 ","242","0","2437","-61","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.53 +03:00","1044","76","-180","10540","33,64","42,52","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","127","0","2647","-68","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.49 +03:00","-428","-928","-140","10967","37,12","38,88","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","239","0","2515","-59","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.48 +03:00","724","-708","-164","11064","36,66","39,47","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","163","0","2503","-68","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.47 +03:00","976","268","-192","11228","34,06","40,42","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"c5:0c:b3:a5:72:f5 ","242","0","2443","-61","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.45 +03:00","1048","80","-180","10533","33,63","42,62","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","127","0","2653","-75","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.41 +03:00","-428","-932","-128","10961","37,13","38,85","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","239","0","2521","-57","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.40 +03:00","724","-704","-152","11057","36,66","39,49","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","163","0","2497","-67","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.38 +03:00","976","268","-188","11221","34,06","40,53","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:cf:0b:be:0c:6d ","141","13","2497","-69","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.36 +03:00","572","-812","-396","10776","33,44","40,9","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","164","0","3199","-55","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.32 +03:00","672","-768","-212","14187","34,29","40,87","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","127","12","2647","-64","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.30 +03:00","-428","-928","-132","10951","37,13","38,86","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","239","0","2515","-59","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.29 +03:00","720","-712","-164","11048","36,65","39,53","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","163","0","2497","-70","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.27 +03:00","968","260","-192","11213","34,05","40,56","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ca:95:7d:02:49:0f ","99","0","2857","-65","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.26 +03:00","540","-832","-248","10243","36,86","38,3","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"c5:0c:b3:a5:72:f5 ","242","0","2443","-62","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.24 +03:00","1048","72","-176","10518","33,59","42,81","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","239","0","2515","-63","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.21 +03:00","724","-712","-168","11039","36,64","39,51","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","163","0","2503","-61","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.19 +03:00","968","268","-192","11203","34,03","40,53","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:cf:0b:be:0c:6d ","128","0","2497","-63","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.17 +03:00","560","-804","-388","10757","33,41","40,88","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:45:ba:9d:c9:42 ","167","0","2419","-70","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.16 +03:00","-20","900","-404","1051","35,26","40,72","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ca:95:7d:02:49:0f ","99","0","2869","-70","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.14 +03:00","532","-820","-240","10234","36,85","38,28","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"c5:0c:b3:a5:72:f5 ","242","0","2437","-64","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.13 +03:00","1048","76","-180","10508","33,56","42,79","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","164","0","3211","-57","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.09 +03:00","680","-772","-212","14171","34,25","40,92","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","115","22","2647","-68","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.08 +03:00","-412","-888","-312","10935","37,16","38,93","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","163","0","2497","-64","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.06 +03:00","980","264","-192","11196","34,02","40,53","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:cf:0b:be:0c:6d ","128","11","2503","-62","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.05 +03:00","572","-800","-400","10749","33,41","40,88","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:45:ba:9d:c9:42 ","167","0","2425","-74","d8:a0:1d:65:7e:18 ","24.6.2020 12.13.03 +03:00","-12","904","-396","1043","35,25","40,72","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","164","0","3211","-54","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.59 +03:00","672","-764","-212","14162","34,23","40,99","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","93","8","2647","-72","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.58 +03:00","-232","-748","-944","10926","37,16","39,03","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","239","0","2515","-58","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.56 +03:00","724","-708","-160","11023","36,63","39,53","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","163","0","2497","-66","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.55 +03:00","972","272","-196","11187","33,99","40,56","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:cf:0b:be:0c:6d ","117","30","2497","-66","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.53 +03:00","476","-672","-464","10741","33,4","40,94","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:45:ba:9d:c9:42 ","167","0","2419","-77","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.52 +03:00","-12","904","-404","1034","35,25","40,73","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","164","0","3205","-60","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.48 +03:00","680","-768","-216","14154","34,21","40,98","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","85","0","2647","-65","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.47 +03:00","-432","-932","-132","10918","37,15","39","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","163","0","2491","-64","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.45 +03:00","976","268","-196","11179","33,97","40,55","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ca:95:7d:02:49:0f ","99","0","2857","-67","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.44 +03:00","540","-824","-244","10209","36,82","38,25","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"c5:0c:b3:a5:72:f5 ","242","0","2443","-61","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.42 +03:00","1044","80","-180","10485","33,5","42,81","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","164","0","3205","-56","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.38 +03:00","680","-772","-212","14146","34,18","40,99","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","85","0","2647","-63","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.37 +03:00","-428","-932","-140","10909","37,15","39,01","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","239","0","2521","-64","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.35 +03:00","720","-716","-164","11006","36,61","39,55","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","163","0","2491","-70","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.34 +03:00","968","264","-184","11170","33,95","40,57","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:cf:0b:be:0c:6d ","87","0","2497","-68","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.32 +03:00","560","-804","-392","10723","33,39","40,9","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"c5:0c:b3:a5:72:f5 ","242","0","2437","-62","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.31 +03:00","1048","76","-176","10475","33,47","42,78","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","164","0","3205","-53","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.27 +03:00","672","-772","-208","14135","34,15","41,03","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","85","0","2641","-62","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.25 +03:00","-428","-932","-128","10899","37,13","39,06","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e5:e7:6c:3f:db:cc ","239","0","2521","-58","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.24 +03:00","720","-716","-168","10996","36,6","39,55","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:cf:0b:be:0c:6d ","87","0","2491","-66","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.22 +03:00","572","-792","-380","10713","33,37","40,97","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:45:ba:9d:c9:42 ","167","0","2419","-69","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.20 +03:00","-12","896","-408","1007","35,24","40,67","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ed:e3:d2:a0:99:aa ","85","0","2647","-66","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.14 +03:00","-428","-932","-128","10892","37,12","39,07","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","163","0","2485","-65","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.13 +03:00","964","264","-188","11153","33,89","40,56","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:cf:0b:be:0c:6d ","87","0","2485","-67","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.11 +03:00","568","-804","-388","10706","33,36","40,98","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"de:45:ba:9d:c9:42 ","167","0","2419","-72","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.09 +03:00","-16","900","-400","999","35,24","40,67","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"ca:95:7d:02:49:0f ","99","0","2863","-71","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.08 +03:00","540","-816","-248","10183","36,78","38,28","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"f8:c6:12:37:f4:3d ","164","0","3211","-57","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.04 +03:00","672","-764","-220","14120","34,09","41,09","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
"e4:f4:86:52:c5:84 ","163","0","2485","-67","d8:a0:1d:65:7e:18 ","24.6.2020 12.12.03 +03:00","968","272","-200","11147","33,88","40,58","1025","ESP32RuuviGW-d8a01d657e18 ","Hietsu tarkistuslaskenta"
