"ruuviMac","ruuviMovement","ruuviMovementDiff","ruuviBatt","ruuviRSSI","DevEUI","time_received","accelerationX","accelerationY","accelerationZ","measurementSequenceNumber","temperature","humidity","pressure","host","location"
"f8:c6:12:37:f4:3d ","206","0","3199","-57","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.58 +03:00","676","-768","-208","19272","35,79","39,51","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","73","0","2545","-53","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.56 +03:00","-428","-924","-128","16036","32,18","39,03","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2539","-71","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.55 +03:00","588","-820","-340","15850","35,19","39,19","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","27","0","2485","-77","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.53 +03:00","-28","900","-400","712","33,76","37,3","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2461","-60","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.52 +03:00","1052","76","-180","15603","35,44","40,21","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","206","0","3199","-56","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.48 +03:00","680","-772","-204","19263","35,78","39,54","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","73","0","2545","-53","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.47 +03:00","-432","-924","-132","16027","32,19","39,03","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","12","0","2635","-67","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.45 +03:00","972","264","-212","16288","36,13","38,13","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","27","0","2479","-76","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.44 +03:00","-24","904","-396","704","33,78","37,28","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","83","0","2893","-58","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.42 +03:00","532","-820","-264","15319","34,74","37,82","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2467","-64","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.41 +03:00","1052","72","-180","15594","35,43","40,22","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","206","0","3211","-57","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.37 +03:00","676","-764","-216","19256","35,77","39,55","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","73","0","2545","-55","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.35 +03:00","-436","-936","-132","16021","32,19","39","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2533","-71","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.34 +03:00","584","-820","-332","15835","35,18","39,29","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2467","-60","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.33 +03:00","1048","76","-184","15588","35,43","40,22","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","206","14","3211","-58","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.28 +03:00","676","-768","-208","19246","35,75","39,56","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","73","0","2557","-53","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.26 +03:00","-436","-932","-132","16009","32,21","39,01","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","169","0","2395","-63","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.25 +03:00","716","-712","-168","16108","31,17","39,88","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2539","-67","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.23 +03:00","584","-820","-336","15825","35,16","39,38","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","27","13","2485","-74","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.21 +03:00","-12","904","-404","686","33,82","37,29","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","83","0","2881","-60","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.20 +03:00","528","-824","-268","15301","34,77","37,78","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2461","-63","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.18 +03:00","1052","80","-188","15576","35,42","40,24","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","169","0","2401","-67","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.15 +03:00","720","-708","-168","16102","31,17","39,87","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2539","-69","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.13 +03:00","588","-824","-328","15819","35,15","39,41","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2461","-61","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.11 +03:00","1052","76","-184","15571","35,42","40,24","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","192","31","3205","-64","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.07 +03:00","564","-656","-480","19231","35,73","39,53","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","73","0","2551","-55","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.06 +03:00","-436","-928","-132","15995","32,23","38,97","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","169","0","2401","-67","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.04 +03:00","716","-716","-168","16092","31,18","39,84","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","12","0","2641","-66","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.03 +03:00","976","264","-208","16257","36,12","38,15","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","14","4","2485","-63","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.01 +03:00","-20","580","288","672","33,84","37,34","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2401","-64","d8:a0:1d:65:7e:18 ","24.6.2020 14.01.00 +03:00","1056","76","-184","15562","35,41","40,24","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","169","0","2401","-64","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.56 +03:00","724","-708","-172","16085","31,18","39,84","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","12","0","2641","-75","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.54 +03:00","976","264","-208","16249","36,12","38,16","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2533","-68","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.53 +03:00","584","-820","-328","15803","35,11","39,41","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","83","0","2899","-58","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.51 +03:00","536","-824","-272","15280","34,81","37,73","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","161","16","3205","-61","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.47 +03:00","792","-764","-288","19217","35,71","39,52","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","73","0","2545","-55","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.46 +03:00","-428","-928","-128","15980","32,26","38,94","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2533","-70","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.44 +03:00","588","-820","-324","15795","35,1","39,43","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","10","13","2485","-74","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.42 +03:00","-24","900","-412","657","33,87","37,33","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","83","0","2893","-64","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.40 +03:00","528","-824","-260","15272","34,83","37,73","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2539","-70","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.37 +03:00","580","-824","-332","15790","35,09","39,46","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","83","0","2893","-67","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.35 +03:00","532","-816","-264","15267","34,84","37,74","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2461","-58","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.34 +03:00","1048","80","-184","15541","35,38","40,24","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","145","0","3205","-58","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.30 +03:00","676","-760","-220","19200","35,69","39,54","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","169","6","2401","-69","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.29 +03:00","720","-712","-168","16061","31,2","39,82","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","12","0","2635","-68","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.27 +03:00","972","268","-208","16225","36,11","38,16","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2533","-68","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.26 +03:00","572","-824","-336","15778","35,07","39,44","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","83","0","2893","-68","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.21 +03:00","536","-816","-256","15256","34,85","37,77","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2461","-64","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.19 +03:00","1052","72","-184","15530","35,37","40,22","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","145","0","3205","-57","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.15 +03:00","668","-772","-208","19189","35,67","39,63","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","73","0","2551","-53","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.14 +03:00","-428","-932","-136","15953","32,31","38,96","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","163","19","2401","-57","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.12 +03:00","740","-688","84","16050","31,21","39,86","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","12","0","2641","-74","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.11 +03:00","976","268","-204","16214","36,1","38,25","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2539","-68","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.09 +03:00","584","-820","-332","15768","35,05","39,46","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","252","0","2485","-75","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.07 +03:00","-16","904","-404","630","33,92","37,31","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","83","0","2893","-60","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.06 +03:00","528","-812","-264","15244","34,87","37,77","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","145","0","3199","-57","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.02 +03:00","676","-764","-216","19179","35,65","39,63","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","73","0","2551","-57","d8:a0:1d:65:7e:18 ","24.6.2020 14.00.01 +03:00","-432","-920","-132","15943","32,32","38,97","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","144","10","2401","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.59 +03:00","784","-768","88","16041","31,21","39,9","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","12","0","2629","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.58 +03:00","972","260","-212","16205","36,09","38,25","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2533","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.56 +03:00","584","-820","-328","15759","35,04","39,44","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","252","0","2491","-73","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.55 +03:00","-24","904","-400","620","33,93","37,3","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2467","-61","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.53 +03:00","1056","76","-184","15510","35,36","40,2","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","73","2","2551","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.49 +03:00","-428","-932","-132","15937","32,33","38,98","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","134","4","2401","-61","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.48 +03:00","724","-680","168","16034","31,21","39,89","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","252","0","2485","-73","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.47 +03:00","-24","900","-408","614","33,94","37,28","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2467","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.45 +03:00","1048","76","-188","15504","35,35","40,19","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","145","0","3205","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.41 +03:00","672","-764","-220","19163","35,62","39,62","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","71","36","2545","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.40 +03:00","-484","-820","-380","15927","32,34","38,99","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","130","0","2401","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.39 +03:00","716","-716","-164","16024","31,21","39,89","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2539","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.37 +03:00","584","-820","-328","15742","35,01","39,48","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","252","36","2485","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.36 +03:00","-16","904","-400","604","33,96","37,28","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","83","0","2893","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.34 +03:00","528","-812","-264","15218","34,89","37,76","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2461","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.33 +03:00","1056","76","-184","15494","35,34","40,17","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","145","0","3211","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.29 +03:00","680","-768","-200","19141","35,58","39,62","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","130","10","2401","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.28 +03:00","716","-708","-168","16003","31,22","39,88","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","12","0","2635","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.26 +03:00","968","256","-212","16167","36,04","38,22","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2527","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.25 +03:00","580","-820","-336","15721","34,98","39,41","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2467","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.05 +03:00","1052","80","-184","15473","35,32","40,24","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","145","0","3199","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.59.01 +03:00","676","-764","-208","19136","35,57","39,6","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","12","0","2635","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.58.59 +03:00","976","264","-208","16162","36,03","38,2","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2467","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.58.57 +03:00","1044","80","-188","15466","35,31","40,24","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","145","0","3205","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.58.15 +03:00","676","-760","-212","19094","35,47","39,79","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","35","0","2551","-53","d8:a0:1d:65:7e:18 ","24.6.2020 13.58.13 +03:00","-432","-924","-132","15859","32,35","39,03","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","12","0","2629","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.58.12 +03:00","976","260","-204","16121","35,96","38,38","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2521","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.58.10 +03:00","584","-820","-328","15673","34,89","39,54","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","203","24","2491","-75","d8:a0:1d:65:7e:18 ","24.6.2020 13.58.09 +03:00","-8","1068","-180","537","34,09","37,27","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","83","0","2893","-60","d8:a0:1d:65:7e:18 ","24.6.2020 13.58.07 +03:00","532","-824","-264","15150","34,94","37,76","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2461","-61","d8:a0:1d:65:7e:18 ","24.6.2020 13.58.06 +03:00","1056","80","-188","15426","35,24","40,31","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2527","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.57.52 +03:00","584","-820","-332","15654","34,84","39,56","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","179","12","2491","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.57.47 +03:00","-20","912","-396","517","34,12","37,32","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","83","0","2893","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.57.43 +03:00","536","-824","-264","15131","34,95","37,73","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","145","0","3211","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.57.37 +03:00","676","-756","-212","19067","35,38","39,76","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","35","0","2545","-56","d8:a0:1d:65:7e:18 ","24.6.2020 13.57.36 +03:00","-424","-928","-136","15830","32,35","39,07","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2509","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.57.34 +03:00","580","-820","-328","15646","34,82","39,56","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","167","0","2347","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.57.32 +03:00","-20","848","-356","507","34,14","37,33","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","83","0","2893","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.57.31 +03:00","532","-820","-260","15123","34,96","37,74","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","80","0","2461","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.57.30 +03:00","1052","76","-184","15397","35,2","40,27","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2455","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.46 +03:00","1052","76","-184","14895","34,83","40,48","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","20","26","3205","-50","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.42 +03:00","672","-768","-208","18556","34,84","39,87","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","222","0","2557","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.40 +03:00","-432","-928","-132","15320","32,9","38,86","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2503","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.39 +03:00","576","-820","-328","15135","34,1","39,57","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","41","0","2893","-60","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.37 +03:00","532","-816","-264","14611","35,34","37,66","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2455","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.36 +03:00","1052","80","-192","14886","34,82","40,43","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2509","-73","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.32 +03:00","588","-824","-332","15127","34,08","39,62","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","22","0","2293","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.30 +03:00","-12","908","-396","5421","35,04","37,29","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","41","0","2899","-63","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.28 +03:00","524","-824","-268","14604","35,34","37,66","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2455","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.27 +03:00","1052","76","-180","14879","34,8","40,43","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","249","12","3205","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.23 +03:00","644","-744","-340","18539","34,79","39,85","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","49","30","2407","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.21 +03:00","792","-708","52","15402","31,64","39,58","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","96","0","2509","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.46.20 +03:00","584","-824","-328","15118","34,07","39,56","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
