id,time,count,name
613,2020-06-24 10:38:33.252606+00,1,Aktiiviset
614,2020-06-24 10:38:41.888691+00,0,Aktiiviset
615,2020-06-24 10:38:52.261356+00,1,Aktiiviset
616,2020-06-24 10:39:19.187372+00,2,Aktiiviset
617,2020-06-24 10:39:25.725702+00,3,Aktiiviset
618,2020-06-24 10:39:27.581914+00,2,Aktiiviset
619,2020-06-24 10:39:32.318735+00,10,Alueella
620,2020-06-24 10:39:32.502115+00,11,Alueella
621,2020-06-24 10:39:32.833754+00,12,Alueella
622,2020-06-24 10:39:33.164117+00,13,Alueella
623,2020-06-24 10:39:33.621404+00,14,Alueella
624,2020-06-24 10:39:34.007789+00,15,Alueella
625,2020-06-24 10:39:38.023779+00,3,Aktiiviset
626,2020-06-24 10:39:44.805162+00,4,Aktiiviset
627,2020-06-24 10:39:47.464297+00,3,Aktiiviset
628,2020-06-24 10:39:48.071758+00,4,Aktiiviset
629,2020-06-24 10:39:48.444317+00,5,Aktiiviset
630,2020-06-24 10:39:50.448137+00,6,Aktiiviset
631,2020-06-24 10:39:51.147909+00,5,Aktiiviset
632,2020-06-24 10:39:53.333951+00,4,Aktiiviset
633,2020-06-24 10:40:04.076452+00,3,Aktiiviset
634,2020-06-24 10:40:04.265018+00,2,Aktiiviset
635,2020-06-24 10:40:25.910327+00,16,Alueella
636,2020-06-24 10:40:28.793539+00,3,Aktiiviset
637,2020-06-24 10:40:29.839154+00,2,Aktiiviset
638,2020-06-24 10:40:32.74082+00,3,Aktiiviset
639,2020-06-24 10:40:33.945088+00,2,Aktiiviset
640,2020-06-24 10:41:03.266307+00,1,Aktiiviset
641,2020-06-24 10:41:07.566239+00,0,Aktiiviset
642,2020-06-24 10:41:23.913338+00,1,Aktiiviset
643,2020-06-24 10:41:29.651513+00,2,Aktiiviset
644,2020-06-24 10:41:40.719604+00,3,Aktiiviset
645,2020-06-24 10:41:41.366678+00,2,Aktiiviset
646,2020-06-24 10:41:43.874237+00,1,Aktiiviset
647,2020-06-24 10:41:57.215964+00,2,Aktiiviset
648,2020-06-24 10:42:08.206537+00,15,Alueella
649,2020-06-24 10:42:09.264907+00,3,Aktiiviset
650,2020-06-24 10:42:17.648871+00,14,Alueella
651,2020-06-24 10:42:19.140446+00,2,Aktiiviset
652,2020-06-24 10:42:31.282732+00,3,Aktiiviset
653,2020-06-24 10:42:34.355268+00,2,Aktiiviset
654,2020-06-24 10:43:04.544274+00,1,Aktiiviset
655,2020-06-24 10:43:08.722926+00,15,Alueella
656,2020-06-24 10:43:13.17947+00,2,Aktiiviset
657,2020-06-24 10:43:23.518863+00,16,Alueella
658,2020-06-24 10:43:25.395065+00,3,Aktiiviset
659,2020-06-24 10:43:29.267661+00,2,Aktiiviset
660,2020-06-24 10:43:49.444973+00,1,Aktiiviset
661,2020-06-24 10:43:51.134845+00,15,Alueella
662,2020-06-24 10:43:59.357612+00,2,Aktiiviset
663,2020-06-24 10:44:16.365604+00,16,Alueella
664,2020-06-24 10:44:16.738981+00,15,Alueella
665,2020-06-24 10:44:24.134411+00,3,Aktiiviset
666,2020-06-24 10:44:36.420181+00,2,Aktiiviset
667,2020-06-24 10:44:45.530202+00,1,Aktiiviset
668,2020-06-24 10:45:27.083215+00,0,Aktiiviset
669,2020-06-24 10:45:50.435397+00,1,Aktiiviset
670,2020-06-24 10:45:58.707402+00,2,Aktiiviset
671,2020-06-24 10:46:02.93518+00,3,Aktiiviset
672,2020-06-24 10:46:04.516242+00,16,Alueella
673,2020-06-24 10:46:08.386515+00,4,Aktiiviset
674,2020-06-24 10:46:12.926205+00,3,Aktiiviset
675,2020-06-24 10:46:26.428411+00,2,Aktiiviset
676,2020-06-24 10:46:28.232301+00,1,Aktiiviset
677,2020-06-24 10:46:48.426226+00,0,Aktiiviset
678,2020-06-24 10:46:50.000283+00,1,Aktiiviset
679,2020-06-24 10:47:01.465317+00,15,Alueella
680,2020-06-24 10:47:10.155437+00,16,Alueella
681,2020-06-24 10:47:22.440246+00,0,Aktiiviset
682,2020-06-24 10:47:34.369621+00,1,Aktiiviset
683,2020-06-24 10:47:57.639525+00,0,Aktiiviset
684,2020-06-24 10:48:15.14932+00,1,Aktiiviset
685,2020-06-24 10:48:20.226633+00,15,Alueella
686,2020-06-24 10:48:20.971714+00,14,Alueella
687,2020-06-24 10:48:22.420231+00,2,Aktiiviset
688,2020-06-24 10:48:26.274999+00,3,Aktiiviset
689,2020-06-24 10:48:38.947383+00,15,Alueella
690,2020-06-24 10:48:55.564117+00,14,Alueella
691,2020-06-24 10:48:55.662941+00,4,Aktiiviset
692,2020-06-24 10:48:57.811408+00,3,Aktiiviset
693,2020-06-24 10:48:58.408564+00,2,Aktiiviset
694,2020-06-24 10:49:06.89443+00,1,Aktiiviset
695,2020-06-24 10:49:15.953561+00,2,Aktiiviset
696,2020-06-24 10:49:16.392678+00,3,Aktiiviset
697,2020-06-24 10:49:41.221693+00,2,Aktiiviset
698,2020-06-24 10:49:43.681932+00,1,Aktiiviset
699,2020-06-24 10:49:44.620552+00,2,Aktiiviset
700,2020-06-24 10:50:03.419642+00,15,Alueella
701,2020-06-24 10:50:17.520402+00,1,Aktiiviset
702,2020-06-24 10:50:37.611191+00,0,Aktiiviset
703,2020-06-24 10:50:42.030575+00,1,Aktiiviset
704,2020-06-24 10:50:43.714731+00,2,Aktiiviset
705,2020-06-24 10:50:51.289843+00,3,Aktiiviset
706,2020-06-24 10:50:58.74525+00,14,Alueella
707,2020-06-24 10:50:59.154227+00,4,Aktiiviset
708,2020-06-24 10:50:59.488962+00,13,Alueella
709,2020-06-24 10:51:07.104284+00,3,Aktiiviset
710,2020-06-24 10:51:07.711943+00,2,Aktiiviset
711,2020-06-24 10:51:18.740418+00,1,Aktiiviset
712,2020-06-24 10:51:27.429868+00,0,Aktiiviset
713,2020-06-24 10:51:28.868954+00,1,Aktiiviset
714,2020-06-24 10:51:31.759679+00,14,Alueella
715,2020-06-24 10:51:33.819127+00,2,Aktiiviset
716,2020-06-24 10:51:53.709518+00,1,Aktiiviset
717,2020-06-24 10:51:54.807729+00,13,Alueella
718,2020-06-24 10:51:55.481489+00,0,Aktiiviset
719,2020-06-24 10:52:13.263655+00,1,Aktiiviset
720,2020-06-24 10:52:33.221963+00,0,Aktiiviset
721,2020-06-24 10:52:36.095744+00,12,Alueella
722,2020-06-24 10:52:53.80178+00,1,Aktiiviset
723,2020-06-24 10:53:30.078078+00,2,Aktiiviset
724,2020-06-24 10:53:38.30701+00,3,Aktiiviset
725,2020-06-24 10:53:46.720637+00,2,Aktiiviset
726,2020-06-24 10:53:47.620882+00,1,Aktiiviset
727,2020-06-24 10:53:56.932657+00,0,Aktiiviset
728,2020-06-24 10:54:17.428065+00,11,Alueella
729,2020-06-24 10:54:17.674248+00,1,Aktiiviset
730,2020-06-24 10:54:17.981128+00,12,Alueella
731,2020-06-24 10:54:57.048025+00,13,Alueella
732,2020-06-24 10:55:16.671794+00,2,Aktiiviset
733,2020-06-24 10:55:22.685827+00,1,Aktiiviset
734,2020-06-24 10:55:32.640871+00,12,Alueella
735,2020-06-24 10:55:47.906095+00,2,Aktiiviset
736,2020-06-24 10:55:48.852653+00,1,Aktiiviset
737,2020-06-24 10:56:03.289092+00,0,Aktiiviset
738,2020-06-24 10:56:16.267652+00,1,Aktiiviset
739,2020-06-24 10:56:32.167756+00,11,Alueella
740,2020-06-24 10:56:53.547606+00,0,Aktiiviset
741,2020-06-24 10:57:05.101491+00,1,Aktiiviset
742,2020-06-24 10:57:45.955053+00,0,Aktiiviset
743,2020-06-24 10:57:52.109218+00,1,Aktiiviset
744,2020-06-24 10:57:53.531828+00,2,Aktiiviset
745,2020-06-24 10:57:56.453641+00,10,Alueella
746,2020-06-24 10:58:23.437302+00,1,Aktiiviset
747,2020-06-24 10:58:34.236815+00,0,Aktiiviset
748,2020-06-24 10:58:48.419658+00,9,Alueella
749,2020-06-24 10:58:59.791159+00,1,Aktiiviset
750,2020-06-24 10:58:59.880249+00,10,Alueella
751,2020-06-24 10:59:09.03804+00,2,Aktiiviset
752,2020-06-24 10:59:27.453408+00,1,Aktiiviset
753,2020-06-24 11:00:01.610085+00,11,Alueella
754,2020-06-24 11:00:02.084455+00,12,Alueella
755,2020-06-24 11:00:08.275004+00,0,Aktiiviset
756,2020-06-24 11:00:17.96554+00,1,Aktiiviset
757,2020-06-24 11:00:18.768242+00,13,Alueella
758,2020-06-24 11:00:20.35988+00,14,Alueella
759,2020-06-24 11:00:29.631606+00,0,Aktiiviset
760,2020-06-24 11:00:34.046039+00,1,Aktiiviset
761,2020-06-24 11:00:38.688191+00,15,Alueella
762,2020-06-24 11:00:48.990282+00,14,Alueella
763,2020-06-24 11:00:52.415192+00,15,Alueella
764,2020-06-24 11:00:54.927668+00,2,Aktiiviset
765,2020-06-24 11:01:13.832645+00,1,Aktiiviset
766,2020-06-24 11:01:14.745413+00,0,Aktiiviset
767,2020-06-24 11:01:25.20006+00,14,Alueella
768,2020-06-24 11:02:30.423628+00,1,Aktiiviset
769,2020-06-24 11:02:38.828736+00,13,Alueella
770,2020-06-24 11:02:39.311072+00,12,Alueella
771,2020-06-24 11:02:39.849456+00,11,Alueella
772,2020-06-24 11:02:40.289791+00,10,Alueella
773,2020-06-24 11:02:46.369142+00,0,Aktiiviset
774,2020-06-24 11:02:49.332995+00,9,Alueella
775,2020-06-24 11:03:19.586589+00,8,Alueella
776,2020-06-24 11:03:40.101231+00,7,Alueella
777,2020-06-24 11:04:46.128297+00,1,Aktiiviset
