time,name,dev-id,motion_detected,temperature,humidity,pressure,collision_x,collision_y,collision_z
2020-06-24 09:02:01+00:00,03,c1ccd6c032b4,0.0,31.8799991607666,34.099998474121094,1022.4000244140625,0.0,0.0,0.0
2020-06-24 09:02:02+00:00,43,cb9998f6e71b,0.0,33.86000061035156,32.720001220703125,1023.0,0.0,0.0,0.0
2020-06-24 09:02:16+00:00,01,db301b8522d6,1.0,31.170000076293945,35.41999816894531,1022.4000244140625,0.0,0.0,0.0
2020-06-24 09:02:19+00:00,18,e89e8aa9aa91,1.0,29.43000030517578,44.099998474121094,1022.0999755859375,9.0,14.0,32.0
2020-06-24 09:02:21+00:00,21,c28ffba35896,0.0,35.900001525878906,27.489999771118164,1026.0,0.0,0.0,0.0
2020-06-24 09:02:21+00:00,04,f231f773d177,1.0,32.58000183105469,32.619998931884766,1022.9000244140625,0.0,0.0,0.0
2020-06-24 09:02:35+00:00,12,dd9c5cf625ed,0.0,30.139999389648438,42.810001373291016,1023.9000244140625,0.0,0.0,0.0
2020-06-24 09:02:36+00:00,17,c9ab32028ff0,0.0,29.399999618530273,41.689998626708984,1022.4000244140625,0.0,0.0,0.0
2020-06-24 09:02:39+00:00,10,e12cc2d5c724,0.0,32.310001373291016,34.90999984741211,1024.5999755859375,0.0,0.0,0.0
2020-06-24 09:02:40+00:00,15,ce4b430edca3,1.0,28.200000762939453,41.54999923706055,1021.7000122070312,5.0,12.0,25.0
2020-06-24 09:02:46+00:00,13,d3d0f2d379a6,0.0,31.469999313354492,38.93000030517578,1024.300048828125,0.0,0.0,0.0
2020-06-24 09:02:46+00:00,26,dafe017e5c0d,1.0,39.9900016784668,19.6200008392334,1025.5999755859375,42.0,2.0,8.0
2020-06-24 09:02:46+00:00,19,f09e4c30444e,0.0,34.099998474121094,29.889999389648438,1025.0999755859375,0.0,0.0,0.0
2020-06-24 09:02:48+00:00,20,d7356479a2d9,0.0,35.939998626708984,26.360000610351562,1025.800048828125,0.0,0.0,0.0
2020-06-24 09:02:50+00:00,14,e401ed8c0d2e,0.0,28.06999969482422,42.79999923706055,1022.5,0.0,0.0,0.0
2020-06-24 09:02:51+00:00,25,dc565c713989,0.0,34.2400016784668,29.979999542236328,1026.0,0.0,0.0,0.0
2020-06-24 09:02:52+00:00,24,cfcee9a17f16,0.0,37.5099983215332,24.1299991607666,1025.800048828125,0.0,0.0,0.0
2020-06-24 09:02:54+00:00,11,d11055462610,1.0,34.689998626708984,31.719999313354492,1024.699951171875,17.0,15.0,10.0
2020-06-24 09:02:57+00:00,23,e9896dd4e577,1.0,37.20000076293945,22.829999923706055,1025.300048828125,10.0,8.0,28.0
2020-06-24 09:02:58+00:00,09,cceb15e43282,0.0,30.200000762939453,40.2400016784668,1024.5,0.0,0.0,0.0
2020-06-24 09:02:59+00:00,02,e1a9bf610eef,0.0,31.420000076293945,33.88999938964844,1022.7000122070312,0.0,0.0,0.0
2020-06-24 09:03:00+00:00,05,f62316dbb3f5,0.0,32.18000030517578,34.220001220703125,1021.5999755859375,0.0,0.0,0.0
2020-06-24 09:03:01+00:00,03,c1ccd6c032b4,1.0,31.899999618530273,34.290000915527344,1022.4000244140625,0.0,0.0,0.0
2020-06-24 09:03:02+00:00,43,cb9998f6e71b,0.0,33.880001068115234,33.2400016784668,1023.0,0.0,0.0,0.0
2020-06-24 09:03:07+00:00,42,f39845bf345e,0.0,33.20000076293945,35.470001220703125,1023.7000122070312,0.0,0.0,0.0
2020-06-24 09:03:09+00:00,16,f8d6bcace2d3,0.0,29.59000015258789,37.61000061035156,1022.0,0.0,0.0,0.0
2020-06-24 09:03:16+00:00,01,db301b8522d6,1.0,31.170000076293945,35.790000915527344,1022.4000244140625,0.0,0.0,0.0
2020-06-24 09:03:19+00:00,18,e89e8aa9aa91,0.0,29.440000534057617,43.84000015258789,1022.0999755859375,0.0,0.0,0.0
2020-06-24 09:03:21+00:00,21,c28ffba35896,0.0,35.75,27.420000076293945,1026.0,0.0,0.0,0.0
2020-06-24 09:03:21+00:00,04,f231f773d177,0.0,32.61000061035156,32.720001220703125,1022.9000244140625,0.0,0.0,0.0
2020-06-24 09:03:23+00:00,22,f90454752e49,0.0,38.0,23.940000534057617,1025.5999755859375,0.0,0.0,0.0
2020-06-24 09:03:35+00:00,12,dd9c5cf625ed,0.0,30.209999084472656,42.540000915527344,1023.9000244140625,0.0,0.0,0.0
2020-06-24 09:03:39+00:00,10,e12cc2d5c724,0.0,32.31999969482422,35.08000183105469,1024.699951171875,0.0,0.0,0.0
2020-06-24 09:03:40+00:00,15,ce4b430edca3,1.0,28.149999618530273,41.58000183105469,1021.7000122070312,5.0,10.0,22.0
2020-06-24 09:03:46+00:00,13,d3d0f2d379a6,0.0,31.540000915527344,38.5099983215332,1024.300048828125,0.0,0.0,0.0
