timestamp,temperature,humidity,pressure,rssi,acceleration x,acceleration y,acceleration z,voltage,movement counter,measurement sequence number
2020-06-24T11:47:37+0300,27.77,45.0,1025.2,-58,-0.516,-0.708,-0.524,3.205,60,45874
2020-06-24T11:47:52+0300,27.97,45.09,1025.18,-65,-0.728,-0.588,-0.416,3.199,72,48690
2020-06-24T11:48:07+0300,28.19,45.62,1025.16,-58,-0.784,0.06,-0.664,3.205,103,51762
2020-06-24T11:48:22+0300,28.42,45.48,1025.15,-60,-0.036,-1.144,-0.68,3.199,132,54834
2020-06-24T11:48:37+0300,28.63,46.98,1025.14,-57,-0.272,-0.176,0.636,3.193,148,57650
2020-06-24T11:48:52+0300,28.9,45.78,1025.33,-60,0.672,-0.78,-0.208,3.205,164,60722
2020-06-24T11:48:58+0300,28.98,45.71,1025.29,-49,0.672,-0.776,-0.216,3.199,164,61746
2020-06-24T11:49:03+0300,29.08,45.51,1025.27,-50,0.676,-0.764,-0.208,3.199,164,63026
2020-06-24T11:49:10+0300,29.18,45.34,1025.25,-50,0.664,-0.776,-0.208,3.199,164,64306
2020-06-24T11:49:15+0300,29.26,45.18,1025.25,-54,0.672,-0.772,-0.208,3.199,164,65330
2020-06-24T11:49:37+0300,29.62,44.65,1025.22,-50,0.676,-0.768,-0.216,3.205,164,4147
2020-06-24T11:49:52+0300,29.85,44.29,1025.21,-68,0.664,-0.776,-0.208,3.205,164,7219
2020-06-24T11:50:07+0300,30.04,44.05,1025.22,-76,0.668,-0.776,-0.208,3.199,164,10291
2020-06-24T11:50:22+0300,30.2,43.9,1025.24,-82,0.676,-0.776,-0.216,3.193,164,13107
2020-06-24T11:50:37+0300,30.4,43.83,1025.24,-93,0.672,-0.772,-0.208,3.199,164,16435
2020-06-24T11:50:52+0300,30.57,43.66,1025.25,-93,0.668,-0.772,-0.22,3.205,164,19507
2020-06-24T11:51:07+0300,30.72,43.51,1025.24,-82,0.668,-0.776,-0.208,3.205,164,22323
2020-06-24T11:51:22+0300,30.86,43.33,1025.23,-91,0.672,-0.776,-0.208,3.205,164,25139
2020-06-24T11:51:37+0300,30.99,43.24,1025.24,-82,0.672,-0.768,-0.212,3.205,164,28467
2020-06-24T11:52:22+0300,31.32,42.99,1025.23,-78,0.668,-0.772,-0.216,3.205,164,37427
2020-06-24T11:52:37+0300,31.41,42.95,1025.21,-88,0.676,-0.78,-0.204,3.205,164,39987
2020-06-24T11:52:52+0300,31.52,42.91,1025.22,-86,0.668,-0.776,-0.22,3.205,164,43315
2020-06-24T11:53:07+0300,31.62,42.91,1025.22,-78,0.676,-0.772,-0.208,3.205,164,46131
2020-06-24T11:53:22+0300,31.72,42.88,1025.19,-74,0.676,-0.772,-0.216,3.199,164,49203
2020-06-24T11:53:37+0300,31.83,42.77,1025.17,-86,0.672,-0.772,-0.208,3.205,164,52275
2020-06-24T11:53:52+0300,31.92,42.77,1025.18,-85,0.672,-0.772,-0.208,3.205,164,55347
2020-06-24T11:54:07+0300,32.01,42.76,1025.19,-89,0.68,-0.772,-0.212,3.205,164,58163
2020-06-24T11:54:22+0300,32.11,42.68,1025.17,-82,0.668,-0.772,-0.212,3.205,164,61235
2020-06-24T11:54:37+0300,32.2,42.56,1025.18,-82,0.676,-0.772,-0.208,3.205,164,64307
2020-06-24T11:54:52+0300,32.27,42.45,1025.17,-83,0.672,-0.768,-0.208,3.205,164,1588
2020-06-24T11:55:07+0300,32.33,42.24,1025.17,-86,0.664,-0.78,-0.208,3.205,164,4660
2020-06-24T11:55:22+0300,32.37,42.12,1025.15,-84,0.676,-0.768,-0.22,3.199,164,7732
2020-06-24T11:55:37+0300,32.39,42.13,1025.16,-87,0.668,-0.764,-0.22,3.205,164,10548
2020-06-24T11:55:52+0300,32.42,42.13,1025.17,-91,0.672,-0.768,-0.216,3.211,164,13876
2020-06-24T11:56:07+0300,32.45,42.09,1025.15,-90,0.68,-0.768,-0.22,3.205,164,16948
2020-06-24T11:56:22+0300,32.48,42.02,1025.16,-85,0.672,-0.772,-0.204,3.205,164,19764
2020-06-24T11:56:37+0300,32.52,41.96,1025.17,-85,0.672,-0.772,-0.212,3.205,164,22836
2020-06-24T11:56:52+0300,32.55,41.91,1025.19,-82,0.672,-0.772,-0.212,3.205,164,25652
2020-06-24T11:57:07+0300,32.58,41.98,1025.2,-91,0.676,-0.768,-0.212,3.205,164,28724
2020-06-24T11:57:22+0300,32.62,42.0,1025.2,-85,0.68,-0.768,-0.212,3.205,164,31540
2020-06-24T11:57:37+0300,32.67,41.91,1025.19,-92,0.668,-0.768,-0.212,3.199,164,34868
2020-06-24T11:57:52+0300,32.71,41.85,1025.19,-88,0.676,-0.768,-0.212,3.205,164,37684
2020-06-24T11:58:07+0300,32.75,41.81,1025.2,-85,0.668,-0.772,-0.22,3.205,164,40756
