timestamp,temperature,humidity,pressure,rssi,acceleration x,acceleration y,acceleration z,voltage,movement counter,measurement sequence number
2020-06-24T11:48:22+0300,27.74,44.88,1025.16,-63,-0.024,-0.084,1.024,2.341,145,31013
2020-06-24T11:48:37+0300,27.84,44.86,1025.18,-67,-0.028,-0.08,1.028,2.347,145,33829
2020-06-24T11:48:52+0300,27.95,44.83,1025.18,-63,-0.032,-0.084,1.028,2.347,145,36901
2020-06-24T11:48:58+0300,27.98,44.8,1025.18,-62,-0.024,-0.08,1.028,2.353,145,37925
2020-06-24T11:49:03+0300,28.02,44.78,1025.17,-63,-0.028,-0.096,1.024,2.353,145,39205
2020-06-24T11:49:09+0300,28.05,44.77,1025.18,-66,-0.02,-0.088,1.024,2.347,145,40229
2020-06-24T11:49:16+0300,28.1,44.76,1025.18,-59,-0.024,-0.088,1.024,2.347,145,41509
2020-06-24T11:49:22+0300,28.13,44.74,1025.18,-56,-0.028,-0.084,1.036,2.359,145,42789
2020-06-24T11:49:37+0300,28.22,44.71,1025.18,-56,-0.02,-0.092,1.024,2.359,145,45861
2020-06-24T11:49:52+0300,28.31,44.66,1025.18,-52,-0.108,-0.036,1.056,2.371,153,48933
2020-06-24T11:50:07+0300,28.37,44.66,1025.22,-76,-0.008,-0.076,1.024,2.353,155,52005
2020-06-24T11:50:22+0300,28.44,44.57,1025.24,-66,0.504,-0.32,0.512,2.365,168,54821
2020-06-24T11:50:37+0300,28.5,44.56,1025.21,-69,-0.056,-0.024,1.028,2.365,171,57125
2020-06-24T11:50:52+0300,28.64,44.44,1025.18,-64,0.076,0.0,1.016,2.365,179,61221
2020-06-24T11:51:07+0300,28.79,43.91,1025.2,-51,0.872,-0.184,0.168,2.383,184,64037
2020-06-24T11:51:22+0300,28.92,43.83,1025.22,-84,0.048,-0.196,1.012,2.377,194,1318
2020-06-24T11:51:37+0300,29.18,44.3,1025.23,-42,0.592,0.0,0.872,2.395,203,4646
2020-06-24T11:51:52+0300,29.42,43.88,1025.21,-54,0.544,-0.796,-0.384,2.377,211,7462
2020-06-24T11:52:07+0300,29.63,43.85,1025.22,-83,0.568,-0.788,-0.388,2.383,219,10534
2020-06-24T11:52:22+0300,29.83,43.76,1025.24,-81,0.56,-0.796,-0.388,2.389,219,13606
2020-06-24T11:52:37+0300,30.0,43.65,1025.22,-92,0.564,-0.804,-0.384,2.395,219,16422
2020-06-24T11:52:52+0300,30.19,43.6,1025.21,-84,0.54,-0.752,-0.484,2.395,220,19494
2020-06-24T11:53:07+0300,30.37,43.48,1025.2,-76,0.612,-0.844,-0.256,2.401,231,22566
2020-06-24T11:53:22+0300,30.51,43.43,1025.21,-84,0.54,-0.74,-0.408,2.407,242,25126
2020-06-24T11:53:37+0300,30.67,43.29,1025.2,-83,0.544,-0.784,-0.472,2.407,249,28198
2020-06-24T11:53:52+0300,30.83,43.16,1025.2,-76,0.564,-0.792,-0.388,2.419,251,31526
2020-06-24T11:54:07+0300,30.93,43.12,1025.19,-95,0.56,-0.796,-0.388,2.419,251,34086
2020-06-24T11:54:22+0300,31.06,43.06,1025.18,-91,0.568,-0.76,-0.492,2.419,253,37414
2020-06-24T11:54:37+0300,31.16,42.92,1025.18,-97,0.544,-0.752,-0.516,2.425,17,40486
2020-06-24T11:54:52+0300,31.25,42.83,1025.18,-98,0.584,-0.768,-0.38,2.425,35,43046
2020-06-24T11:55:07+0300,31.34,42.64,1025.17,-89,0.576,-0.788,-0.384,2.437,39,46374
2020-06-24T11:55:22+0300,31.39,42.54,1025.17,-86,0.556,-0.808,-0.396,2.437,39,49190
2020-06-24T11:55:37+0300,31.43,42.5,1025.17,-88,0.564,-0.804,-0.396,2.437,39,52006
2020-06-24T11:55:52+0300,31.47,42.44,1025.16,-98,0.564,-0.804,-0.392,2.443,39,55078
2020-06-24T11:56:07+0300,31.52,42.47,1025.17,-93,0.564,-0.796,-0.384,2.449,39,58406
2020-06-24T11:56:22+0300,31.56,42.43,1025.17,-96,0.58,-0.792,-0.504,2.443,41,61478
2020-06-24T11:56:37+0300,31.6,42.36,1025.17,-86,0.548,-0.756,-0.476,2.443,45,64550
2020-06-24T11:56:52+0300,31.64,42.28,1025.18,-87,0.608,-0.856,-0.276,2.443,58,2087
2020-06-24T11:57:07+0300,31.67,42.32,1025.19,-87,0.544,-0.768,-0.484,2.449,64,4647
2020-06-24T11:57:22+0300,31.72,42.4,1025.18,-87,0.564,-0.804,-0.4,2.449,71,7975
2020-06-24T11:57:37+0300,31.78,42.4,1025.2,-92,0.572,-0.78,-0.5,2.461,77,11047
2020-06-24T11:57:52+0300,31.82,42.37,1025.19,-90,0.556,-0.812,-0.388,2.455,88,13607
2020-06-24T11:58:07+0300,31.88,42.31,1025.19,-87,0.564,-0.804,-0.396,2.449,88,16679
2020-06-24T11:58:22+0300,31.94,42.32,1025.19,-84,0.564,-0.804,-0.388,2.461,88,20007
2020-06-24T11:58:37+0300,32.0,42.37,1025.21,-97,0.568,-0.8,-0.392,2.461,88,22823
2020-06-24T11:58:52+0300,32.07,42.4,1025.18,-94,0.564,-0.796,-0.392,2.455,88,25639
2020-06-24T11:59:07+0300,32.16,42.4,1025.19,-87,0.58,-0.82,-0.392,2.467,88,28967
2020-06-24T11:59:22+0300,32.24,42.33,1025.19,-87,0.564,-0.8,-0.388,2.461,88,32039
2020-06-24T11:59:37+0300,32.31,42.27,1025.19,-89,0.588,-0.852,-0.412,2.461,88,34855
2020-06-24T11:59:52+0300,32.37,42.24,1025.19,-87,0.544,-0.768,-0.484,2.467,93,37927
2020-06-24T12:00:07+0300,32.43,42.17,1025.21,-94,0.608,-0.86,-0.26,2.443,102,40743
2020-06-24T12:00:22+0300,32.49,42.16,1025.21,-97,0.52,-0.74,-0.488,2.473,116,43559
2020-06-24T12:00:37+0300,32.57,42.15,1025.22,-87,0.556,-0.808,-0.388,2.467,119,46887
2020-06-24T12:00:52+0300,32.63,42.1,1025.22,-92,0.568,-0.796,-0.392,2.467,119,49959
2020-06-24T12:01:07+0300,32.69,42.07,1025.23,-88,0.568,-0.796,-0.392,2.479,119,52519
2020-06-24T12:01:22+0300,32.75,41.97,1025.2,-87,0.568,-0.8,-0.392,2.479,119,55847
