1044;2020-07-07 10:44:51.178304+00;3;Aktiiviset
1045;2020-07-07 10:45:03.334636+00;11;Alueella
1046;2020-07-07 10:45:09.562673+00;2;Aktiiviset
1047;2020-07-07 10:45:20.504403+00;3;Aktiiviset
1048;2020-07-07 10:45:47.275458+00;2;Aktiiviset
1049;2020-07-07 10:45:49.29455+00;1;Aktiiviset
1050;2020-07-07 10:45:49.481043+00;0;Aktiiviset
1051;2020-07-07 10:45:49.692224+00;-1;Aktiiviset
1052;2020-07-07 10:45:50.608974+00;0;Aktiiviset
1053;2020-07-07 10:46:04.898125+00;1;Aktiiviset
1054;2020-07-07 10:46:33.945548+00;10;Alueella
1055;2020-07-07 10:46:35.604001+00;2;Aktiiviset
1056;2020-07-07 10:46:39.773415+00;3;Aktiiviset
1057;2020-07-07 10:46:41.420149+00;4;Aktiiviset
1058;2020-07-07 10:46:43.224285+00;9;Alueella
1059;2020-07-07 10:46:56.391893+00;3;Aktiiviset
1060;2020-07-07 10:46:57.159409+00;2;Aktiiviset
1061;2020-07-07 10:46:57.922689+00;1;Aktiiviset
1062;2020-07-07 10:46:58.574759+00;0;Aktiiviset
1063;2020-07-07 10:47:06.305127+00;10;Alueella
1064;2020-07-07 10:47:15.406382+00;1;Aktiiviset
1065;2020-07-07 10:47:21.423178+00;0;Aktiiviset
1066;2020-07-07 10:47:23.980064+00;1;Aktiiviset
1067;2020-07-07 10:47:24.952375+00;11;Alueella
1068;2020-07-07 10:47:42.755425+00;10;Alueella
1069;2020-07-07 10:47:43.246611+00;9;Alueella
1070;2020-07-07 10:47:44.269265+00;8;Alueella
1071;2020-07-07 10:47:46.215878+00;2;Aktiiviset
1072;2020-07-07 10:47:51.279041+00;3;Aktiiviset
1073;2020-07-07 10:48:05.413745+00;9;Alueella
1074;2020-07-07 10:48:06.318783+00;4;Aktiiviset
1075;2020-07-07 10:48:08.478873+00;5;Aktiiviset
1076;2020-07-07 10:48:25.992486+00;4;Aktiiviset
1077;2020-07-07 10:48:26.237667+00;3;Aktiiviset
1078;2020-07-07 10:48:27.238761+00;2;Aktiiviset
1079;2020-07-07 10:48:28.246262+00;1;Aktiiviset
1080;2020-07-07 10:48:31.822957+00;2;Aktiiviset
1081;2020-07-07 10:48:45.381033+00;10;Alueella
1082;2020-07-07 10:48:45.978379+00;11;Alueella
1083;2020-07-07 10:48:46.931405+00;12;Alueella
1084;2020-07-07 10:49:23.477659+00;13;Alueella
1085;2020-07-07 10:49:28.188856+00;1;Aktiiviset
1086;2020-07-07 10:49:39.618094+00;2;Aktiiviset
1087;2020-07-07 10:49:58.360661+00;1;Aktiiviset
1088;2020-07-07 10:50:25.741002+00;12;Alueella
1089;2020-07-07 10:50:26.611137+00;11;Alueella
1090;2020-07-07 10:50:31.354162+00;0;Aktiiviset
1091;2020-07-07 10:50:36.7163+00;10;Alueella
1092;2020-07-07 10:50:37.302445+00;9;Alueella
1093;2020-07-07 10:50:38.66907+00;8;Alueella
1094;2020-07-07 10:50:40.151174+00;7;Alueella
1095;2020-07-07 10:50:41.157139+00;6;Alueella
1096;2020-07-07 10:50:49.825695+00;7;Alueella
1097;2020-07-07 10:51:11.15874+00;1;Aktiiviset
1098;2020-07-07 10:51:32.59771+00;8;Alueella
1099;2020-07-07 10:51:33.196363+00;9;Alueella
1100;2020-07-07 10:51:34.016531+00;10;Alueella
1101;2020-07-07 10:51:46.809831+00;2;Aktiiviset
1102;2020-07-07 10:52:02.884731+00;9;Alueella
1103;2020-07-07 10:52:10.381788+00;8;Alueella
1104;2020-07-07 10:52:13.157225+00;1;Aktiiviset
1105;2020-07-07 10:52:27.299011+00;0;Aktiiviset
1106;2020-07-07 10:52:46.5265+00;1;Aktiiviset
1107;2020-07-07 10:52:46.666527+00;1;Aktiiviset
1108;2020-07-07 10:52:47.449937+00;2;Aktiiviset
